Time (sec),AC Compressor Sw (on/off),AF Correction 1 (%),AF Correction 3 (%),AF Learning 1 (%),AF Learning 3 (%),AF Sens 1 Ratio (AFR),AVCS Exh Left (°),AVCS In Left (°),Accel Position (%),Baro Pressure (psi),Battery Volts (V),Boost (psi),Boost Extended (psi),CL Fuel Target (AFR),Calculated Load (g/rev),Calculated Load Ext (g/rev),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),EGR Commanded (steps),Feedback Knock (°),Fine Knock Learn (°),Fuel Cut (cylinders),Fuel Pressure (psi),Fuel Pressure Target (psi),Gear Position (gear),Ign Comp IAT (°),Ignition Timing (°),Inj Duty Cycle (%),Inj PW (ms),Inj Timing H SOI NEW (°),Intake Temp (F),Intake Temp Manifold (F),MAF Corr Final (g/s),MAF Volts (V),Man Abs Press (psi),Oil Temp (F),RPM (RPM),Req Torque (Nm),TD Boost Error Ext (psi),TD Integral (%),TD Proportional (%),TGV Map Ratio (mult),Target Boost Final Rel Ext (psi),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),"AP Info:[AP3-SUB-004 v1.7.6.0-28208][2021 USDM WRX MT CCF Gen2][Reflash: Stage1+BigSF 93 v400.ptm - Realtime: Stage1+BigSF 93 v400.ptm]"
66.434,on,-7.03,0.00,3.12,-5.47,14.27,38,-6,9.4,14.50,13.84,-2.73,-2.75,14.65,0.61,0.61,14.70,194.0,0.875,14,0.00,-1.41,0,1221.8,1207.7,2,-2.5,8.00,1.83,1.466,269.0,147.2,143.6,15.37,1.58,11.78,203.4,1497,86.40,-0.72,0.000,0.00,0.000,-3.47,15.4,14,0.00,0
66.508,on,-7.03,0.00,3.12,-5.47,14.29,38,-7,9.4,14.50,13.92,-2.66,-2.72,14.65,0.62,0.62,14.70,194.0,0.875,14,0.00,-1.41,0,1215.6,1207.7,2,-2.5,8.00,1.84,1.466,269.0,147.2,143.6,15.62,1.64,11.84,203.4,1506,88.06,-0.67,0.000,0.00,0.000,-3.37,15.4,14,0.00,0
66.583,on,-7.81,0.00,3.12,-5.47,14.31,38,-7,9.0,14.50,13.92,-2.61,-2.66,14.65,0.62,0.63,14.70,194.0,0.875,14,0.00,-1.41,0,1210.9,1207.7,2,-2.5,8.00,1.83,1.475,269.0,147.2,143.6,15.59,1.54,11.89,203.4,1490,85.61,-0.87,0.000,0.00,0.000,-3.52,15.0,14,0.00,0
66.662,on,-7.81,0.00,3.12,-5.47,14.36,38,-7,9.0,14.50,13.84,-2.66,-2.64,14.65,0.62,0.62,14.70,194.0,0.875,14,0.00,-1.41,0,1220.2,1207.7,2,-2.5,8.00,1.84,1.482,269.0,147.2,143.6,15.41,1.54,11.84,203.4,1490,85.61,-0.87,0.000,0.00,0.000,-3.51,15.4,14,0.00,0
66.727,on,-7.81,0.00,3.12,-5.47,14.39,38,-7,9.4,14.50,13.92,-2.66,-2.66,14.65,0.61,0.61,14.70,194.0,0.875,14,0.00,-1.41,0,1229.3,1207.7,2,-2.5,7.50,1.83,1.462,269.0,147.2,143.6,15.41,1.56,11.85,203.4,1504,87.24,-0.79,0.000,0.00,0.000,-3.41,15.4,14,0.00,0
66.802,on,-7.81,0.00,3.12,-5.47,14.45,38,-7,9.4,14.50,13.92,-2.63,-2.65,14.65,0.61,0.62,14.70,194.0,0.875,14,0.00,-1.41,0,1232.4,1207.7,2,-2.5,8.00,1.82,1.453,269.0,147.2,143.6,15.49,1.58,11.88,203.4,1504,87.24,-0.80,0.000,0.00,0.000,-3.43,15.4,14,0.00,0
66.884,on,-7.03,0.00,3.12,-5.47,14.50,38,-7,9.4,14.50,13.84,-2.61,-2.61,14.65,0.62,0.62,14.70,194.0,0.875,14,0.00,-1.41,0,1207.1,1207.7,2,-2.5,7.50,1.82,1.462,269.0,147.2,143.6,15.55,1.62,11.90,203.4,1496,87.29,-0.80,0.000,0.00,0.000,-3.40,15.4,14,0.00,0
66.946,on,-7.03,0.00,3.12,-5.47,14.54,38,-7,9.4,14.50,13.92,-2.58,-2.61,14.65,0.62,0.63,14.70,194.0,0.875,14,0.00,-1.41,0,1199.3,1207.7,2,-2.5,8.00,1.85,1.482,269.5,147.2,143.6,15.67,1.58,11.92,203.4,1498,86.40,-0.88,0.000,0.00,0.000,-3.46,15.4,14,0.00,0
67.027,on,-7.03,0.00,3.12,-5.47,14.55,38,-6,9.4,14.50,13.92,-2.58,-2.60,14.70,0.62,0.63,14.76,194.0,0.875,14,0.00,-1.41,0,1217.4,1207.7,2,-2.5,8.00,1.87,1.482,269.5,147.2,143.6,15.78,1.60,11.92,203.4,1514,87.19,-0.86,0.000,0.00,0.000,-3.44,15.4,14,0.00,0
67.098,on,-7.81,0.00,3.12,-5.47,14.59,38,-6,9.4,14.50,13.84,-2.58,-2.61,14.70,0.62,0.63,14.76,194.0,0.875,14,0.00,-1.41,0,1202.8,1207.7,2,-2.5,8.00,1.86,1.475,269.5,147.2,143.6,15.81,1.60,11.93,203.4,1511,86.33,-0.89,0.000,0.00,0.000,-3.50,15.4,14,0.00,0
67.169,on,-7.81,0.00,3.12,-5.47,14.61,38,-6,9.4,14.50,13.76,-2.59,-2.65,14.70,0.62,0.63,14.76,194.0,0.875,14,0.00,-1.41,0,1188.4,1207.7,2,-2.5,8.00,1.84,1.475,269.0,147.2,143.6,15.65,1.58,11.91,203.3,1499,88.09,-0.74,0.000,0.00,0.000,-3.36,15.4,14,0.00,0
67.223,on,-7.81,0.00,3.12,-5.47,14.59,38,-6,9.8,14.50,14.00,-2.57,-2.64,14.70,0.62,0.62,14.76,194.0,0.875,14,0.00,-1.41,0,1231.0,1207.7,2,-2.5,7.50,1.86,1.475,269.0,147.2,143.6,15.73,1.60,11.94,203.3,1510,92.21,-0.53,0.000,0.00,0.000,-3.14,16.1,14,0.00,0
67.280,on,-7.81,0.00,3.12,-5.47,14.60,38,-6,9.8,14.50,14.00,-2.50,-2.57,14.70,0.63,0.63,14.76,194.0,0.875,14,0.00,-1.41,0,1231.9,1207.7,2,-2.5,7.50,1.86,1.475,269.5,147.2,143.6,16.00,1.62,12.01,203.3,1513,94.54,-0.47,0.000,0.00,0.000,-3.04,16.1,14,0.00,0
67.352,on,-7.81,0.00,3.12,-5.47,14.63,38,-5,10.2,14.50,14.00,-2.39,-2.49,14.70,0.63,0.65,14.76,194.0,0.875,14,0.00,-1.41,0,1200.0,1300.6,2,-3.0,7.00,1.90,1.504,268.5,147.2,143.6,16.30,1.60,12.11,203.3,1516,95.44,-0.41,0.000,0.00,0.000,-2.89,16.5,14,0.00,0
67.401,on,-7.81,0.00,3.12,-5.47,14.65,38,-5,10.2,14.50,14.08,-2.32,-2.40,14.70,0.65,0.65,14.76,194.0,0.875,14,0.00,-1.41,0,1249.6,1300.6,2,-3.0,6.00,1.89,1.501,269.0,147.2,143.6,16.44,1.60,12.19,203.3,1511,95.78,-0.47,0.000,0.00,0.000,-2.86,16.5,14,0.00,0
67.470,on,-7.03,0.00,3.12,-5.47,14.68,38,-5,10.6,14.50,14.16,-2.28,-2.37,14.70,0.65,0.66,14.76,194.0,0.875,14,0.00,-1.41,0,1318.6,1300.6,2,-3.0,6.50,1.90,1.501,269.0,147.2,143.6,16.64,1.62,12.22,203.3,1520,98.23,-0.39,0.000,0.00,0.000,-2.75,16.9,14,0.00,0
67.546,on,-7.81,0.00,3.12,-5.47,14.67,38,-5,10.6,14.50,13.92,-2.21,-2.28,14.70,0.66,0.67,14.76,194.0,0.875,14,0.00,-1.41,0,1261.8,1300.6,2,-3.0,6.50,1.96,1.542,269.0,147.2,143.6,16.89,1.66,12.29,203.3,1522,98.84,-0.38,0.000,0.00,0.000,-2.66,16.9,14,0.00,0
67.617,on,-7.03,0.00,3.12,-5.47,14.68,38,-4,10.6,14.50,13.92,-2.22,-2.23,14.70,0.67,0.68,14.76,194.0,0.875,14,0.00,-1.41,0,1266.1,1300.6,2,-3.0,6.50,1.96,1.539,269.5,147.2,143.6,17.20,1.64,12.28,203.3,1527,98.53,-0.47,0.000,0.00,0.000,-2.70,16.9,14,0.00,0
67.688,on,-7.03,0.00,3.12,-5.47,14.69,38,-3,10.6,14.50,14.00,-2.24,-2.20,14.70,0.67,0.68,14.76,194.0,0.875,14,0.00,-1.41,0,1314.4,1300.6,2,-3.0,6.50,1.94,1.523,269.5,147.2,143.6,17.23,1.66,12.26,203.3,1528,97.89,-0.54,0.000,0.00,0.000,-2.76,16.5,14,0.00,0
67.763,on,-7.03,0.00,3.12,-5.47,14.72,38,-3,10.6,14.50,14.00,-2.23,-2.19,14.70,0.67,0.68,14.76,194.0,0.875,14,0.00,-1.41,0,1301.4,1300.6,2,-3.0,6.50,1.96,1.533,269.0,147.2,143.6,17.38,1.66,12.28,203.4,1532,97.88,-0.54,0.000,0.00,0.000,-2.75,16.5,14,0.00,0
67.847,on,-7.03,0.00,3.12,-5.47,14.74,37,-2,10.6,14.50,13.92,-2.18,-2.22,14.70,0.67,0.68,14.76,194.0,0.875,14,0.00,-1.41,0,1318.8,1300.6,2,-3.0,6.50,1.97,1.536,270.0,147.2,143.6,17.43,1.64,12.32,203.4,1539,97.56,-0.56,0.000,0.00,0.000,-2.78,16.9,14,0.00,0
67.907,on,-7.03,0.00,3.12,-5.47,14.75,37,-2,10.6,14.50,14.16,-2.20,-2.21,14.69,0.67,0.68,14.70,194.0,0.875,14,0.00,-1.41,0,1317.4,1300.6,2,-3.0,6.50,1.97,1.539,269.0,147.2,143.6,17.41,1.62,12.31,203.4,1533,98.53,-0.46,0.000,0.00,0.000,-2.70,16.9,14,0.00,0
67.977,on,-7.03,0.00,3.12,-5.47,14.74,37,-2,10.6,14.50,13.84,-2.20,-2.25,14.69,0.67,0.68,14.70,194.0,0.875,14,0.00,-1.41,0,1301.0,1300.6,2,-3.0,6.50,1.99,1.549,269.5,147.2,143.6,17.52,1.68,12.31,203.4,1538,98.21,-0.48,0.000,0.00,0.000,-2.73,16.9,14,0.00,0
68.052,on,-7.03,0.00,3.12,-5.47,14.76,37,-1,10.6,14.50,13.92,-2.30,-2.25,14.70,0.67,0.68,14.70,194.0,0.875,14,0.00,-1.41,0,1288.0,1300.6,2,-3.0,6.50,2.03,1.581,269.5,147.2,143.6,17.45,1.64,12.21,203.4,1544,97.86,-0.52,0.000,0.00,0.000,-2.77,16.9,14,0.00,0
68.119,on,-5.47,0.00,3.12,-5.47,14.76,37,-1,10.6,14.50,14.00,-2.23,-2.24,14.70,0.67,0.68,14.76,194.0,0.875,14,0.00,-1.41,0,1306.8,1300.6,2,-3.0,6.50,2.02,1.565,269.5,147.2,143.6,17.57,1.68,12.27,203.6,1550,98.53,-0.52,0.000,0.00,0.000,-2.74,16.9,14,0.00,0
68.204,on,-5.47,0.00,3.12,-5.47,14.75,37,-1,10.6,14.50,13.76,-2.17,-2.21,14.69,0.67,0.68,14.70,194.0,0.875,14,0.00,-1.41,0,1311.7,1300.6,2,-3.0,6.50,2.03,1.571,269.5,147.2,143.6,17.63,1.62,12.34,203.6,1552,98.85,-0.51,0.000,0.00,0.000,-2.72,16.9,14,0.00,0
68.262,on,-5.47,0.00,3.12,-5.47,14.69,37,-1,10.6,14.50,13.92,-2.20,-2.24,14.70,0.67,0.68,14.76,194.0,0.875,14,0.00,-1.41,0,1312.6,1300.6,2,-3.0,6.50,2.03,1.562,270.0,147.2,143.6,17.64,1.66,12.31,203.6,1560,98.85,-0.50,0.000,0.00,0.000,-2.73,16.9,14,0.00,0
68.351,on,-5.47,0.00,3.12,-5.47,14.67,37,-1,11.0,14.50,14.16,-2.26,-2.22,14.70,0.67,0.68,14.76,194.0,0.875,14,0.00,-1.41,0,1338.5,1300.6,2,-3.0,6.50,2.01,1.546,269.5,147.2,143.6,17.70,1.68,12.25,203.6,1560,99.53,-0.43,0.000,0.00,0.000,-2.66,16.9,14,0.00,0
68.423,on,-5.47,0.00,3.12,-5.47,14.69,37,-1,11.0,14.50,14.00,-2.19,-2.21,14.69,0.69,0.69,14.70,194.0,0.875,14,0.00,-1.41,0,1298.1,1300.6,2,-3.0,6.50,2.05,1.565,269.5,147.2,143.6,18.03,1.68,12.31,203.3,1573,100.20,-0.43,0.000,0.00,0.000,-2.63,17.3,14,0.00,0
68.471,on,-5.47,0.00,3.12,-5.47,14.68,37,-2,11.0,14.50,13.84,-2.15,-2.21,14.69,0.69,0.69,14.70,194.0,0.875,14,0.00,-1.41,0,1350.4,1300.6,2,-3.0,6.50,2.07,1.565,270.0,147.2,143.6,18.21,1.64,12.36,203.3,1587,99.91,-0.49,0.000,0.00,0.000,-2.70,16.9,14,0.00,0
68.550,on,-5.47,0.00,3.12,-5.47,14.67,37,-2,10.6,14.50,14.00,-2.24,-2.22,14.69,0.69,0.69,14.70,194.0,0.875,14,0.00,-1.41,0,1327.6,1300.6,2,-3.0,7.00,2.13,1.613,270.0,147.2,143.6,18.16,1.68,12.26,203.3,1587,98.86,-0.58,0.000,0.00,0.000,-2.77,16.9,14,0.00,0
68.626,on,-5.47,0.00,3.12,-5.47,14.64,37,-2,11.0,14.50,13.76,-2.17,-2.20,14.69,0.69,0.69,14.70,194.0,0.875,14,0.00,-1.41,0,1287.8,1300.6,2,-3.0,6.50,2.06,1.562,270.0,147.2,143.6,18.13,1.64,12.34,203.3,1587,99.21,-0.55,0.000,0.00,0.000,-2.74,16.9,14,0.00,0
68.690,on,-5.47,0.00,3.12,-5.47,14.56,37,-2,11.0,14.50,14.00,-2.28,-2.24,14.70,0.67,0.68,14.76,194.0,0.875,14,0.00,-1.41,0,1333.4,1300.6,2,-2.5,6.50,2.07,1.555,270.5,147.2,143.6,18.07,1.64,12.23,203.3,1599,99.58,-0.50,0.000,0.00,0.000,-2.75,16.9,14,0.00,0
68.769,on,-6.25,0.00,3.12,-5.47,14.55,37,-2,11.0,14.50,13.92,-2.19,-2.25,14.70,0.67,0.68,14.76,194.0,0.875,14,0.00,-1.41,0,1279.5,1300.6,2,-2.5,8.00,2.07,1.533,271.0,147.2,143.6,18.36,1.66,12.32,203.3,1621,98.79,-0.59,0.000,0.00,0.000,-2.83,16.9,14,0.00,0
68.839,on,-6.25,0.00,3.12,-5.47,14.55,37,-2,11.0,14.50,14.08,-2.31,-2.28,14.70,0.67,0.67,14.76,194.0,0.875,14,0.00,-1.41,0,1293.0,1300.6,2,-2.5,8.00,2.05,1.526,270.5,147.2,143.6,18.13,1.64,12.19,203.3,1614,98.94,-0.55,0.000,0.00,0.000,-2.82,16.9,14,0.00,0
68.914,on,-6.25,0.00,3.12,-5.47,14.59,36,-2,11.0,14.50,14.16,-2.19,-2.24,14.70,0.67,0.68,14.76,194.0,0.875,14,0.00,-1.41,0,1331.5,1300.6,2,-2.5,8.00,2.02,1.507,270.0,147.2,143.6,18.29,1.70,12.31,203.3,1610,99.03,-0.54,0.000,0.00,0.000,-2.78,16.9,14,0.00,0
68.972,on,-6.25,0.00,3.12,-5.47,14.64,37,-2,11.0,14.50,14.16,-2.31,-2.25,14.69,0.67,0.68,14.70,194.0,0.875,14,0.00,-1.41,0,1320.2,1300.6,2,-2.5,8.00,2.12,1.558,271.0,147.2,143.6,18.46,1.66,12.19,203.3,1634,98.53,-0.58,0.000,0.00,0.000,-2.85,16.9,14,0.00,0
69.039,on,-6.25,0.00,3.12,-5.47,14.67,37,-2,10.6,14.50,13.92,-2.27,-2.29,14.70,0.67,0.68,14.70,194.0,0.875,16,0.00,-1.41,0,1331.7,1300.6,2,-2.5,7.50,2.09,1.530,270.5,147.2,143.6,18.64,1.70,12.24,203.2,1641,97.66,-0.63,0.000,0.00,0.000,-2.93,16.9,14,0.00,0
69.120,on,-6.25,0.00,3.12,-5.47,14.66,37,-2,11.0,14.50,13.92,-2.21,-2.28,14.70,0.67,0.68,14.70,194.0,0.875,16,0.00,-1.41,0,1335.6,1300.6,2,-2.5,8.00,2.09,1.536,271.0,147.2,143.6,18.52,1.68,12.29,203.2,1636,98.50,-0.61,0.000,0.00,0.000,-2.88,16.9,15,0.00,0
69.179,on,-6.25,0.00,3.12,-5.47,14.66,37,-2,10.6,14.50,14.08,-2.33,-2.27,14.70,0.67,0.68,14.70,194.0,0.875,16,0.00,-1.41,0,1277.2,1300.6,2,-2.5,8.00,2.16,1.574,271.0,147.2,143.6,18.67,1.66,12.17,203.2,1647,97.21,-0.72,0.000,0.00,0.000,-3.00,16.9,15,0.00,0
69.266,on,-6.25,0.00,3.12,-5.47,14.66,37,-2,10.2,14.50,14.00,-2.31,-2.31,14.70,0.67,0.68,14.76,194.0,0.875,16,0.00,-1.41,0,1295.9,1300.6,2,-2.5,8.00,2.11,1.530,271.0,147.2,143.6,18.72,1.64,12.19,203.2,1658,95.19,-0.86,0.000,0.00,0.000,-3.17,16.9,15,0.00,0
69.322,on,-6.25,0.00,3.12,-5.47,14.64,37,-2,9.8,14.50,13.76,-2.29,-2.35,14.70,0.67,0.67,14.76,194.0,0.875,16,0.00,-1.41,0,1312.2,1300.6,2,-2.5,8.00,2.10,1.514,271.0,147.2,143.6,18.65,1.68,12.22,203.2,1662,93.31,-0.94,0.000,0.00,0.000,-3.26,16.5,15,0.00,0
69.401,on,-6.25,0.00,3.12,-5.47,14.63,37,-2,9.8,14.50,14.16,-2.39,-2.43,14.70,0.66,0.66,14.76,194.0,0.875,16,0.00,-1.41,0,1335.1,1300.6,2,-2.5,8.50,2.09,1.501,271.0,147.2,143.6,18.51,1.64,12.11,203.3,1673,92.71,-0.93,0.000,0.00,0.000,-3.35,16.5,15,0.00,0
69.476,on,-6.25,0.00,3.12,-5.47,14.62,37,-2,9.8,14.50,13.92,-2.54,-2.46,14.70,0.65,0.65,14.76,194.0,0.875,16,0.00,-1.41,0,1314.3,1300.6,2,-2.5,8.50,2.11,1.507,271.0,147.2,143.6,18.31,1.64,11.97,203.3,1678,91.60,-0.99,0.000,0.00,0.000,-3.45,16.5,15,0.00,0
69.541,on,-6.25,0.00,3.12,-5.47,14.60,37,-2,9.8,14.50,14.16,-2.58,-2.51,14.70,0.63,0.65,14.76,194.0,0.875,16,0.00,-1.41,0,1310.9,1300.6,2,-2.5,8.50,2.08,1.485,270.5,147.2,143.6,18.12,1.64,11.93,203.3,1684,92.48,-0.88,0.000,0.00,0.000,-3.41,16.5,15,0.00,0
69.599,on,-6.25,0.00,3.12,-5.47,14.61,38,-2,9.8,14.50,13.84,-2.54,-2.55,14.71,0.63,0.64,14.76,194.0,0.875,16,0.00,-1.41,0,1294.7,1207.7,2,-2.5,9.00,2.02,1.434,271.5,147.2,143.6,17.97,1.62,11.96,203.3,1692,91.29,-0.94,0.000,0.00,0.000,-3.47,16.5,15,0.00,0
69.679,on,-6.25,0.00,3.12,-5.47,14.62,39,-2,9.4,14.50,14.00,-2.54,-2.58,14.71,0.63,0.63,14.76,194.0,0.875,16,0.00,-1.41,0,1227.8,1207.7,2,-2.5,9.00,2.05,1.450,271.5,147.2,143.6,17.88,1.66,11.97,203.4,1696,87.89,-1.08,0.000,0.00,0.000,-3.65,16.1,15,0.00,0
69.739,on,-6.25,0.00,3.12,-5.47,14.61,40,-2,9.0,14.50,14.08,-2.64,-2.69,14.70,0.62,0.63,14.76,194.0,0.875,16,0.00,-1.41,0,1218.8,1207.7,2,-2.5,9.50,2.01,1.421,271.5,147.2,143.6,17.60,1.60,11.86,203.4,1697,78.76,-1.71,0.000,0.00,0.000,-4.35,15.0,15,0.00,0
69.819,on,-7.03,0.00,3.12,-5.47,14.60,40,-3,9.0,14.50,13.92,-2.91,-2.89,14.70,0.59,0.60,14.76,194.0,0.875,16,0.00,-1.41,0,1217.5,1114.8,2,-2.0,9.50,1.97,1.386,271.5,147.2,143.6,17.05,1.58,11.59,203.4,1705,79.41,-1.49,0.000,0.00,0.000,-4.35,15.0,16,0.00,0
69.895,on,-7.03,0.00,3.12,-5.47,14.58,41,-3,9.0,14.50,14.08,-3.00,-3.02,14.71,0.59,0.60,14.76,194.0,0.875,16,0.00,-1.41,0,1158.0,1114.8,2,-2.0,10.50,2.02,1.405,271.5,147.2,143.6,17.19,1.66,11.51,203.4,1729,78.06,-1.53,0.000,0.00,0.000,-4.50,15.0,16,0.00,0
69.969,on,-7.03,0.00,3.12,-5.47,14.60,41,-3,9.0,14.50,14.00,-3.20,-3.14,14.71,0.58,0.59,14.76,194.0,0.875,16,0.00,-1.41,0,1111.5,1114.8,2,-2.0,11.00,2.00,1.395,271.0,147.2,143.6,16.82,1.58,11.31,203.4,1720,79.91,-1.38,0.000,0.00,0.000,-4.49,15.0,16,0.00,0
70.044,on,-7.03,0.00,3.12,-5.47,14.60,42,-4,9.0,14.50,14.08,-3.19,-3.13,14.71,0.58,0.58,14.76,194.0,0.875,16,0.00,-1.41,0,1147.5,1114.8,2,-2.0,11.00,2.00,1.395,271.0,147.2,143.6,16.74,1.58,11.31,203.3,1720,80.70,-1.14,0.000,0.00,0.000,-4.29,15.4,16,0.00,0
70.101,on,-7.03,0.00,3.12,-5.47,14.58,42,-5,9.0,14.50,14.00,-3.20,-3.15,14.71,0.58,0.58,14.76,194.0,0.875,16,0.00,-1.41,0,1088.8,1114.8,2,-2.0,11.00,2.01,1.389,271.5,147.2,143.6,16.91,1.62,11.30,203.3,1738,80.33,-1.26,0.000,0.00,0.000,-4.40,15.0,16,0.00,0
70.172,on,-7.03,0.00,3.12,-5.47,14.57,42,-6,9.0,14.50,13.92,-3.16,-3.13,14.71,0.58,0.59,14.76,194.0,0.875,16,0.00,-1.41,0,1116.9,1114.8,2,-2.0,11.00,2.04,1.395,271.5,147.2,143.6,17.07,1.66,11.34,203.3,1753,80.00,-1.30,0.000,0.00,0.000,-4.44,15.4,16,0.00,0
70.236,on,-7.03,0.00,3.12,-5.47,14.52,42,-6,8.6,14.50,14.16,-3.22,-3.15,14.71,0.58,0.58,14.76,194.0,0.875,16,0.00,-1.41,0,1107.9,1114.8,2,-2.0,11.00,2.07,1.430,271.5,147.2,143.6,16.82,1.64,11.28,203.3,1737,75.41,-1.50,0.000,0.00,0.000,-4.67,15.0,16,0.00,0
70.302,on,-7.81,0.00,3.12,-5.47,14.48,42,-7,9.0,14.50,13.84,-3.29,-3.22,14.71,0.57,0.57,14.76,194.0,0.875,16,0.00,-1.41,0,1118.0,1114.8,2,-1.5,11.50,2.02,1.398,271.0,147.2,143.6,16.54,1.56,11.22,203.3,1737,77.90,-1.49,0.000,0.00,0.000,-4.69,14.6,16,0.00,0
70.370,on,-7.81,0.00,3.12,-5.47,14.46,42,-7,9.0,14.50,14.00,-3.20,-3.26,14.71,0.56,0.57,14.76,194.0,0.875,16,0.00,-1.41,0,1112.5,1114.8,2,-2.0,12.00,2.03,1.379,270.5,147.2,143.6,16.68,1.62,11.31,203.3,1766,78.10,-1.30,0.000,0.00,0.000,-4.57,15.0,16,0.00,0
70.450,on,-7.81,0.00,3.12,-5.47,14.43,42,-7,9.0,14.50,13.68,-3.24,-3.28,14.71,0.56,0.57,14.76,194.0,0.875,16,0.00,-1.41,0,1083.4,1114.8,2,-2.0,12.00,1.99,1.357,270.5,147.2,143.6,16.60,1.60,11.26,203.3,1762,77.36,-1.32,0.000,0.00,0.000,-4.57,15.0,16,0.00,0
70.510,on,-8.59,0.00,3.12,-5.47,14.45,43,-8,9.0,14.50,14.16,-3.30,-3.27,14.71,0.56,0.56,14.76,194.0,0.875,16,0.00,-1.41,0,1089.3,1114.8,2,-1.5,12.50,1.96,1.341,270.5,147.2,143.6,16.43,1.62,11.20,203.3,1752,80.03,-1.15,0.000,0.00,0.000,-4.42,15.0,16,0.00,0
70.593,on,-5.47,0.00,3.12,-5.47,14.44,43,-8,9.4,14.50,14.00,-3.25,-3.24,14.71,0.56,0.56,14.76,194.0,0.875,16,0.00,-1.41,0,1125.2,1114.8,2,-2.0,12.00,2.05,1.389,271.0,147.2,143.6,16.69,1.62,11.25,203.3,1771,84.59,-0.96,0.000,0.00,0.000,-4.22,15.7,16,0.00,0
70.654,on,-5.47,0.00,3.12,-5.47,14.43,43,-8,9.4,14.50,14.00,-3.09,-3.12,14.71,0.57,0.57,14.76,194.0,0.875,16,0.00,-1.41,0,1114.8,1114.8,2,-2.0,12.50,2.10,1.414,271.0,147.2,143.6,17.07,1.68,11.41,203.3,1786,85.16,-1.00,0.000,0.00,0.000,-4.12,16.1,16,0.00,0
70.710,on,-5.47,0.00,3.12,-5.47,14.41,43,-8,9.4,14.50,14.16,-2.92,-3.00,14.71,0.57,0.58,14.76,194.0,0.875,16,0.00,-1.41,0,1098.8,1114.8,2,-2.0,12.00,2.07,1.395,271.5,147.2,143.6,17.21,1.66,11.58,203.3,1778,85.33,-1.07,0.000,0.00,0.000,-4.10,15.7,16,0.00,0
70.800,on,-6.25,0.00,3.12,-5.47,14.38,44,-9,9.4,14.50,14.00,-2.91,-2.93,14.71,0.57,0.58,14.76,194.0,0.875,16,0.00,-1.41,0,1136.9,1114.8,2,-2.0,11.50,2.09,1.405,271.0,147.2,143.6,17.30,1.64,11.59,203.3,1782,85.24,-1.14,0.000,0.00,0.000,-4.09,15.7,16,0.00,0
70.873,on,-6.25,0.00,3.12,-5.47,14.38,44,-9,9.4,14.50,14.00,-2.99,-2.92,14.71,0.57,0.58,14.76,194.0,0.875,16,0.00,-1.41,0,1119.7,1114.8,2,-2.0,12.00,2.10,1.398,271.5,147.2,143.6,17.33,1.64,11.51,203.3,1798,84.01,-1.18,0.000,0.00,0.000,-4.10,15.7,16,0.00,0
70.921,on,-6.25,0.00,3.12,-5.47,14.39,44,-9,9.4,14.50,14.16,-2.91,-2.95,14.70,0.57,0.58,14.76,194.0,0.875,16,0.00,-1.41,0,1138.3,1114.8,2,-2.0,12.00,2.12,1.408,271.0,147.2,143.6,17.40,1.68,11.59,203.3,1805,82.24,-1.42,0.000,0.00,0.000,-4.36,15.4,16,0.00,0
71.002,on,-6.25,0.00,3.12,-5.47,14.39,44,-9,9.4,14.50,14.08,-2.99,-2.98,14.71,0.57,0.57,14.76,194.0,0.875,16,0.00,-1.41,0,1133.1,1114.8,2,-2.0,12.00,2.04,1.360,271.5,147.2,143.6,17.17,1.66,11.51,203.6,1796,81.58,-1.35,0.000,0.00,0.000,-4.34,15.4,16,0.00,0
71.060,on,-7.03,0.00,3.12,-5.47,14.38,44,-9,9.4,14.50,13.76,-3.04,-3.02,14.71,0.57,0.57,14.76,194.0,0.875,16,0.00,-1.41,0,1119.4,1114.8,2,-2.0,12.00,2.05,1.366,271.5,147.2,143.6,17.16,1.58,11.46,203.6,1799,81.51,-1.32,0.000,0.00,0.000,-4.33,15.4,16,0.00,0
71.143,on,-7.03,0.00,3.12,-5.47,14.42,44,-9,9.0,14.50,13.92,-3.05,-3.06,14.71,0.57,0.57,14.76,194.0,0.875,16,0.00,-1.41,0,1085.6,1114.8,2,-2.0,12.00,2.08,1.379,271.5,147.2,145.4,17.25,1.64,11.45,203.6,1811,80.44,-1.44,0.000,0.00,0.000,-4.49,15.4,16,0.00,0
71.202,on,-7.03,0.00,3.12,-5.47,14.40,44,-9,9.4,14.50,14.08,-3.14,-3.10,14.71,0.57,0.57,14.76,194.0,0.875,16,0.00,-1.41,0,1082.2,1114.8,2,-2.0,12.50,2.06,1.350,271.0,147.2,145.4,17.36,1.60,11.36,203.6,1828,80.89,-1.39,0.000,0.00,0.000,-4.48,15.4,16,0.00,0
71.259,on,-7.03,0.00,3.12,-5.47,14.41,44,-9,9.4,14.50,14.08,-3.15,-3.13,14.71,0.57,0.57,14.76,194.0,0.875,16,0.00,-1.41,0,1118.7,1114.8,2,-2.0,12.00,2.08,1.366,271.0,147.2,145.4,17.33,1.64,11.36,203.4,1823,80.99,-1.39,0.000,0.00,0.000,-4.49,15.4,16,0.00,0
